NAME,VARID,ModuleNo,Module,SubModel,TYPE,TYPE NAME,ID2,Color,
EDPRIPER,171,4,Education,Education: Years of Education,1,Variable,"EDPRIPER:  Education, primary, percentage of adult (15+) population with completed primary",Yellow,
EDPRIPER15TO24,,4,Education,Education: Years of Education,1,Variable,"EDPRIPER15TO24:  Education, primary, percentage of youth (15 to 24 years)  with completed primary",Yellow,
EDPRIPTR,172,4,Education,Education: Quality,2,Parameter,"EDPRIPTR:  Education, primary, pupil teacher ratio",Yellow,
edpristart,173,4,Education,Education: Intake,2,Parameter,"edpristart:  Education, primary, entrance age to primary",Yellow,
EDPRISUR,174,4,Education,Education: Survival,1,Variable,"EDPRISUR:  Education, primary, survival rate, percentage of entering pupils reaching last grade",Yellow,
edprisurgr,175,4,Education,Education: Survival,2,Parameter,"edprisurgr:  Education, primary, survival rate, annual growth rate",Yellow,
extmafuncelectran,345,11,Infrastructure,Infrastructure: Electricity,2,Parameter,"extmafuncelectran:  Extrapolative formulation, moving average factor, function, electricity transmission",Brown,
EDPRITOT,176,4,Education,Education: Enrollment,1,Variable,"EDPRITOT:  Education, primary, total students, gross",Yellow,
edqtqltrm,177,4,Education,Education: Quality,2,Parameter,"edqtqltrm:  Education, quantity-quality multiplier (higher emphasizes quantity)",Yellow,
EDQUALAG15,1409,4,Education,Education: Quality,1,Variable,"EDQUALAG15:  Education, quality Score for Adult 15+",Yellow,
edqualag15m,1407,4,Education,Education: Quality,2,Parameter,"edqualag15m:  Education, quality, multipler on quality score of adults 15+",Yellow,
EDQUALAG15PRI,1411,4,Education,Education: Quality,1,Variable,"EDQUALAG15PRI:  Education, quality score, primary, for Adult 15+",Yellow,
EDQUALAG15SEC,1412,4,Education,Education: Quality,1,Variable,"EDQUALAG15SEC:  Education, quality score, secondary, for Adult 15+",Yellow,
EDQUALPRIALL,1399,4,Education,Education: Quality,1,Variable,"EDQUALPRIALL:  Education, Quality, Primary, Mean Test Score, All Subjects",Yellow,
edqualpriallm,1406,4,Education,Education: Quality,2,Parameter,"edqualpriallm:  Education, quality, multipler on primary",Yellow,
EDQUALPRIMATH,1394,4,Education,Education: Quality,1,Variable,"EDQUALPRIMATH:  Education, Quality, Primary, Mean Test Score, Math",Yellow,
edqualprimathm,1497,4,Education,Education: Quality,2,Parameter,"edqualprimathm:  Education, quality, multipler on primary math",Yellow,
EDQUALPRIREAD,1395,4,Education,Education: Quality,1,Variable,"EDQUALPRIREAD:  Education, Quality, Primary, Mean Test Score, Reading",Yellow,
edqualprireadm,1498,4,Education,Education: Quality,2,Parameter,"edqualprireadm:  Education, quality, multipler on primary reading",Yellow,
EDQUALPRISCI,1393,4,Education,Education: Quality,1,Variable,"EDQUALPRISCI:  Education, Quality, Primary, Mean Test Score, Science",Yellow,
edqualpriscim,1478,4,Education,Education: Quality,2,Parameter,"edqualpriscim:  Education, quality, multipler on primary science",Yellow,
edqualprispndimp,1475,4,Education,Education: Quality,2,Parameter,"edqualprispndimp:  Education quality, primary, impact of spending per student on quality score",Yellow,
edqualprispndimpthreshold,1493,4,Education,Education: Quality,2,Parameter,"edqualprispndimpthreshold:  Education quality, primary, impact of spending per student, threshold effect",Yellow,
edqualprispndimpthresholdval,1496,4,Education,Education: Quality,2,Parameter,"edqualprispndimpthresholdval:  Education quality, primary, impact of spending per student, threshold value",Yellow,
EDQUALSECALL,1400,4,Education,Education: Quality,1,Variable,"EDQUALSECALL:  Education, Quality, Secondary, Mean Test Score, All Subjects",Yellow,
edqualsecallm,1408,4,Education,Education: Quality,2,Parameter,"edqualsecallm:  Education, quality, multipler on secondary",Yellow,
EDQUALSECMATH,1397,4,Education,Education: Quality,1,Variable,"EDQUALSECMATH:  Education, Quality, Secondary, Mean Test Score, Math",Yellow,
edqualsecmathm,1479,4,Education,Education: Quality,2,Parameter,"edqualsecmathm:  Education, quality, multipler on secondary math",Yellow,
EDQUALSECREAD,1398,4,Education,Education: Quality,1,Variable,"EDQUALSECREAD:  Education, Quality, Secondary, Mean Test Score, Reading",Yellow,
edqualsecreadm,1480,4,Education,Education: Quality,2,Parameter,"edqualsecreadm:  Education, quality, multipler on secondary reading",Yellow,
EDQUALSECSCI,1396,4,Education,Education: Quality,1,Variable,"EDQUALSECSCI:  Education, Quality, Secondary, Mean Test Score, Science",Yellow,
edqualsecscim,1481,4,Education,Education: Quality,2,Parameter,"edqualsecscim:  Education, quality, multipler on secondary science",Yellow,
edqualsecspndimp,1474,4,Education,Education: Quality,2,Parameter,"edqualsecspndimp:  Education quality, secondary, impact of spending per student on quality score",Yellow,
edqualsecspndimpthreshold,1490,4,Education,Education: Quality,2,Parameter,"edqualsecspndimpthreshold:  Education quality, secondary, impact of spending per student, threshold effect",Yellow,
edqualsecspndimpthresholdval,1495,4,Education,Education: Quality,2,Parameter,"edqualsecspndimpthresholdval:  Education quality, secondary, impact of spending per student, threshold value",Yellow,
EDSECENRG,178,4,Education,Education: Enrollment,1,Variable,"EDSECENRG:  Education, secondary, gross enrollment (% of age group)",Yellow,
EDSECENRN,179,4,Education,Education: Enrollment,1,Variable,"EDSECENRN:  Education, secondary, net enrollment (% of age group)",Yellow,
EDSECLOWRENRG,180,4,Education,Education: Enrollment,1,Variable,"EDSECLOWRENRG:  Education, Lower Secondary, gross enrollment (% of age group)",Yellow,
edseclowrgradgr,1327,4,Education,Education: Enrollment,2,Parameter,"edseclowrgradgr:  Education, lower secondary, general, Graduation rate, annual growth parameter",Yellow,
EDSECLOWRGRADS,183,4,Education,Education: Enrollment,1,Variable,"EDSECLOWRGRADS:  Education, Lower Secondary, graduates per year",Yellow,
extmafuncroad,347,11,Infrastructure,Infrastructure: Roads,2,Parameter,"extmafuncroad:  Extrapolative formulation, moving average factor, function, road",Brown,
EDSECLOWRGRATE,184,4,Education,Education: Enrollment,1,Variable,"EDSECLOWRGRATE:  Education, Lower Secondary, graduation rate",Yellow,
extmafuncroadpaved,348,11,Infrastructure,Infrastructure: Roads,2,Parameter,"extmafuncroadpaved:  Extrapolative formulation, moving average factor, function, road paved",Brown,
edseclowrlen,185,4,Education,Education: Enrollment,2,Parameter,"edseclowrlen:  Education, Lower Secondary, Duration",Yellow,
EDSECLOWRTOT,188,4,Education,Education: Enrollment,1,Variable,"EDSECLOWRTOT:  Education, Lower Secondary, total students",Yellow,
EDSECLOWRTRAN,189,4,Education,Education: Survival,1,Variable,EDSECLOWRTRAN:  Pcnt of primary last graders who join the first grade of general lower secondary next year,Yellow,
edseclowrtrangr,191,4,Education,Education: Survival,2,Parameter,"edseclowrtrangr:  Education, lower secondary, general, transion rate, annual growth parameter",Yellow,
EDSECLOWRVOC,192,4,Education,Education: Vocational,1,Variable,"EDSECLOWRVOC:  Education, Lower Secondary, vocational as % of enrollment in all programs",Yellow,
extmaposnconvtimeelectran,351,11,Infrastructure,Infrastructure: Roads,2,Parameter,"extmaposnconvtimeelectran:  Extrapolative formulation, moving average, position, convergence time, electricity transmission",Brown,
EDSECPER,193,4,Education,Education: Completion,1,Variable,"EDSECPER:  Education, secondary, percentage of adult (15+) population",Yellow,
EDSECPER15TO24,,4,Education,Education: Years of Education,1,Variable,"EDSECPER15TO24:  Education, secondary, percentage of youth (15 to 24 years) population",Yellow,
EDSECPER20TO24,1297,4,Education,Education: Years of Education,1,Variable,"EDSECPER20TO24:  Education, secondary, percentage of youth (20 to 24 years) population",Yellow,
EDSECTOT,194,4,Education,Education: Enrollment,1,Variable,"EDSECTOT:  Education, secodary, total students",Yellow,
EDSECUPPRENRG,195,4,Education,Education: Enrollment,1,Variable,"EDSECUPPRENRG:  Education, Upper Secondary, gross enrollment (% of age group)",Yellow,
edsecupprgradgr,1330,4,Education,Education: Survival,2,Parameter,"edsecupprgradgr:  Education, upper secondary, general, Graduation rate, annual growth",Yellow,
EDSECUPPRGRADS,198,4,Education,Education: Graduation,1,Variable,"EDSECUPPRGRADS:  Education, Upper Secondary, graduates per year",Yellow,
EDSECUPPRGRATE,199,4,Education,Education: Graduation,1,Variable,"EDSECUPPRGRATE:  Education, Upper Secondary, graduation rate",Yellow,
extmaposnconvtimeroad,353,11,Infrastructure,Infrastructure: Roads,2,Parameter,"extmaposnconvtimeroad:  Extrapolative formulation, moving average, position, convergence time, road",Brown,
edsecupprlen,200,4,Education,Education: Enrollment,2,Parameter,"edsecupprlen:  Education, Upper Secondary, Duration",Yellow,
EDSECUPPRTOT,203,4,Education,Education: Enrollment,1,Variable,"EDSECUPPRTOT:  Education, Upper Secondary, total students",Yellow,
EDSECUPPRTRAN,204,4,Education,Education: Survival,1,Variable,EDSECUPPRTRAN:  Pcnt of lower sec gen last graders who join the first grade of upper sec gen next year,Yellow,
edsecupprtrangr,206,4,Education,Education: Survival,2,Parameter,"edsecupprtrangr:  Education, upper secondary, general, transion rate, annual growth",Yellow,
extmaposnconvtimeroadpaved,354,11,Infrastructure,Infrastructure: Roads,2,Parameter,"extmaposnconvtimeroadpaved:  Extrapolative formulation, moving average, position, convergence time, road paved",Brown,
extmaposnelectran,355,11,Infrastructure,Infrastructure: Roads,2,Parameter,"extmaposnelectran:  Extrapolative formulation, moving average factor, position, electricity transmission",Brown,
EDSECUPPRVOC,207,4,Education,Education: Vocational,1,Variable,"EDSECUPPRVOC:  Education, Upper Secondary, vocational as % of enrollment in all programs",Yellow,
extmaposnenelecshr,356,11,Infrastructure,Infrastructure: Roads,2,Parameter,"extmaposnenelecshr:  Extrapolative formulation, moving average factor, position, electricity share",Brown,
EDTERENRG,208,4,Education,Education: Enrollment,1,Variable,"EDTERENRG:  Education, tertiary, gross enrolment rate",Yellow,
extmaposnroad,357,11,Infrastructure,Infrastructure: Roads,2,Parameter,"extmaposnroad:  Extrapolative formulation, moving average factor, position, road",Brown,
extmaposnroadpaved,358,11,Infrastructure,Infrastructure: Roads,2,Parameter,"extmaposnroadpaved:  Extrapolative formulation, moving average factor, position, road paved",Brown,
edtergradgr,211,4,Education,Education: Graduation,2,Parameter,"edtergradgr:  Education, tertiary, graduation rate, annual growth",Yellow,
GDPPOT,392,11,Economy,Economy: GDP,1,Variable,GDPPOT:  Gross domestic product potential,Green,
EDTERGRADS,212,4,Education,Education: Graduation,1,Variable,"EDTERGRADS:  Education, tertiary, graduates per year",Yellow,
gdprext,394,11,Economy,Economy: GDP,2,Parameter,"gdprext:  GDP growth rate, exogenous target (percent); use with gdpadjsw=0",Green,
EDTERGRATE,213,4,Education,Education: Graduation,1,Variable,"EDTERGRATE:  Education, tertiary, graduation rate",Yellow,
EDTERGRSCIEN,214,4,Education,Education: Graduation,1,Variable,"EDTERGRSCIEN:  Education, tertiary, graduation share, science and engineering",Yellow,
EDTERINT,215,4,Education,Education: Intake,1,Variable,"EDTERINT:  Education, tertiary, intake (percentage of adult population)",Yellow,
edterintgr,216,4,Education,Education: Intake,2,Parameter,"edterintgr:  Education, tertiary, intake rate, annual growth",Yellow,
gemm,403,11,Demography,Demography: Gender,2,Parameter,gemm:  Gender empowerment measure multiplier,Blue,
EDTERPER,217,4,Education,Education: Enrollment,1,Variable,"EDTERPER:  Education, tertiary, percentage of adult (15+) population",Yellow,
edterpushon,,4,Education,Education: Graduation,2,Parameter,"edterpushon:  Education, Tertiary, Impacts from Secondary (1=full impact, base case behavior, 0= much slower impact)",Yellow,
gemsetar,404,11,Demography,Demography: Gender,2,Parameter,gemsetar:  Number of Standard Errors to Target for Gender Empowerment Measure,Blue,
EDTERTOT,219,4,Education,Education: Enrollment,1,Variable,"EDTERTOT:  Education, tertiary, total students",Yellow,
EDTOTCOST,220,4,Education,Education: Expenditure,1,Variable,"EDTOTCOST:  Education, all levels, total cost",Yellow,
EDYRSAG15,221,4,Education,Education: Years of Education,1,Variable,"EDYRSAG15:  Education, years obtained by population 15+",Yellow,
EDYRSAG15TO24,222,4,Education,Education: Years of Education,1,Variable,"EDYRSAG15TO24:  Education, years obtained by population 15 to 24",Yellow,
EDYRSAG25,223,4,Education,Education: Years of Education,1,Variable,"EDYRSAG25:  Education, years obtained by population 25+",Yellow,
gemseyrtar,405,11,Demography,Demography: Gender,2,Parameter,gemseyrtar:  Years to Target number of Standard Errors for Gender Empowerment Measure,Blue,
EDYRSSLE,224,4,Education,Education: Years of Education,1,Variable,"EDYRSSLE:  Education, school life expectancy, number of expected years of schooling for an elementary entrant",Yellow,
elagind,226,1,Agriculture,Agriculture: Demand,2,Parameter,elagind:  Elasticity of industrial (incl energy) use of crops with energy price,Red,
GLOBALIZ,411,11,Sociopolitical,Sociopolitical: Power,1,Variable,"GLOBALIZ:  Globalization level index, base years values from 0-100 (highest)",drakgray,
GOVEFFECT,423,11,Sociopolitical,Sociopolitical: Governance Effectiveness,1,Variable,"GOVEFFECT:  Government effectiveness (quality), factor score; higher is better",drakgray,
goveffectm,424,11,Sociopolitical,Sociopolitical: Governance Effectiveness,2,Parameter,"goveffectm:  Government effectiveness (quality), multiplier",drakgray,
goveffectsetar,425,11,Sociopolitical,Sociopolitical: Governance Effectiveness,2,Parameter,goveffectsetar:  Number of Standard Errors to Target for Government Effectiveness,drakgray,
elascd,231,1,Agriculture,Agriculture: Demand,2,Parameter,elascd:  Elasticity of crop food demand to prices,Red,
elasde,232,5,Energy,Energy: Demand,2,Parameter,elasde:  Elasticity of energy demand to price changes,Orange,
elasfd,1211,1,Agriculture,Agriculture: Demand,2,Parameter,elasfd:  Elasticity of fish demand to prices,Red,
elashc,234,9,Health,Health: Mortality,2,Parameter,elashc:  Elasticity of mortality to health care expenditures,Purple,
elasit,235,3,Economy,Economy: Elasticities,2,Parameter,elasit:  Elasticity of total domestic demand to stocks/inventories,Green,
elasmd,236,1,Agriculture,Agriculture: Demand,2,Parameter,elasmd:  Elasticity of meat demand to prices,Red,
elasminc,237,3,Economy,Economy: Elasticities,2,Parameter,elasminc:  Elasticity of imports with income (demand base of sector),Green,
elastrpr,239,3,Economy,Economy: Elasticities,2,Parameter,elastrpr:  Elasticity of trade with prices,Green,
elasxinc,240,3,Economy,Economy: Elasticities,2,Parameter,elasxinc:  Elasticity of exports with gross production of sector,Green,
elaszs,241,3,Economy,Economy: Elasticities,2,Parameter,elaszs:  Elasticity of capacity utilization to stock level,Green,
eldemocimp,242,9,Sociopolitical,Sociopolitical: Polity,2,Parameter,eldemocimp:  Elasticity of democracy levels with leadership,drakgray,
goveffectseyrtar,426,11,Sociopolitical,Sociopolitical: Governance Effectiveness,2,Parameter,goveffectseyrtar:  Years to Target number of Standard Errors for Government Effectiveness,drakgray,
GOVEMBED,427,11,Sociopolitical,Sociopolitical: Governance Effectiveness,1,Variable,GOVEMBED:  Government Embeddedness Index (0 is less embedded),drakgray,
eleniprof,245,5,Energy,Energy: Demand,2,Parameter,eleniprof:  Elasticity of energy investment to profit level,Orange,
eleniprof2,246,5,Energy,Energy: Demand,2,Parameter,eleniprof2:  Elasticity of energy investment to change in profit level,Orange,
elenpr,247,5,Energy,Energy: Demand,2,Parameter,elenpr:  Elasticity of energy investment to inventory level,Orange,
elenpr2,248,5,Energy,Energy: Demand,2,Parameter,elenpr2:  Elasticity of energy investment to change in inventory level,Orange,
GOVINDCAPAC,439,11,Sociopolitical,Sociopolitical: Governance Capacity,1,Variable,GOVINDCAPAC:  Governance capacity index using revenues and corruption,drakgray,
elerca1,252,3,Economy,Economy: Elasticities,2,Parameter,elerca1:  Elasticity of exchange rate to capital account/GDP ratio,Green,
elerca2,253,3,Economy,Economy: Elasticities,2,Parameter,elerca2:  Elasticity of exchange rate to change in capital account/GDP,Green,
elfdilifexp,256,3,Economy,Economy: Elasticities,2,Parameter,elfdilifexp:  Elasticity of fdi to extra years of life expectancy,Green,
elfdpr1,257,1,Agriculture,Agriculture: Production,2,Parameter,elfdpr1:  Elasticity of yield to stocks/inventories,Red,
elfdpr2,258,1,Agriculture,Agriculture: Production,2,Parameter,elfdpr2:  Elasticity of yield to changes in stocks/inventories,Red,
GOVINDINCLUS,440,11,Sociopolitical,Sociopolitical: Governance Inclusion,1,Variable,GOVINDINCLUS:  Governance inclusiveness index using democracy and gender empowerment,drakgray,
GOVINDSECUR,441,11,Sociopolitical,Sociopolitical: Governance Secruity,1,Variable,GOVINDSECUR:  Governance secruity index using internal war and government risk,drakgray,
GOVINDTOTAL,442,11,Sociopolitical,Sociopolitical: Governance Index,1,Variable,"GOVINDTOTAL:  Governance index using security, capacity, and inclusiveness",drakgray,
eliasp1,265,1,Agriculture,Agriculture: Production,2,Parameter,eliasp1:  Elasticity of agricultural investment in land to return,Red,
eliasp2,266,1,Agriculture,Agriculture: Production,2,Parameter,eliasp2:  Elasticity of agric land investment to changes in return,Red,
GOVNUCWP,443,11,Interstate,Interstate: Power,2,Parameter,GOVNUCWP:  Number of nuclear weapons,Azure,
govnucwpadd,444,11,Interstate,Interstate: Power,2,Parameter,govnucwpadd:  Number of nuclear weapons addition,Azure,
elinst1,271,3,Economy,Economy: Elasticities,2,Parameter,elinst1:  Elasticity of sectoral investment to stock level,Green,
elinst2,272,3,Economy,Economy: Elasticities,2,Parameter,elinst2:  Elasticity of sectoral investment to change in stock level,Green,
elmpr1,277,3,Economy,Economy: Elasticities,2,Parameter,elmpr1:  Elasticity of imports to price,Green,
elmpr2,278,3,Economy,Economy: Elasticities,2,Parameter,elmpr2:  Elasticity of imports to change in price,Green,
elndpow,279,8,Interstate,Interstate: Power,2,Parameter,elndpow:  Elasticity of nuclear damage with nuclear power,Azure,
elprst1,280,3,Economy,Economy: Elasticities,2,Parameter,elprst1:  Elasticity of prices to stock/inventory levels,Green,
elprst2,281,3,Economy,Economy: Elasticities,2,Parameter,elprst2:  Elasticity of prices to changes in stock/inventory levels,Green,
eltfrcon,282,2,Demography,Demography: Demography,2,Parameter,eltfrcon:  Elasticity of total fertility rate to contraception us,Blue,
elxpr1,284,3,Economy,Economy: Elasticities,2,Parameter,elxpr1:  Elasticity of exports to price,Green,
elxpr2,285,3,Economy,Economy: Elasticities,2,Parameter,elxpr2:  Elasticity of exports to change in price,Green,
encartpp,286,5,Energy,Energy: Demand,2,Parameter,encartpp:  Energy cartel price premium,Orange,
enconv,287,5,Energy,Energy: Demand,2,Parameter,enconv:  Energy demand convergence time to predicted values,Orange,
ENDEM,288,5,Energy,Energy: Demand,1,Variable,ENDEM:  Energy demand,Orange,
endemm,289,5,Energy,Energy: Demand,2,Parameter,endemm:  Energy demand multiplier,Orange,
ENDEMSH,290,5,Energy,Energy: Demand,1,Variable,"ENDEMSH:  Energy demand, most recent data or estimation",Orange,
ENELECSHRENDEM,291,7,Infrastructure,Infrastructure: Electricity,1,Variable,ENELECSHRENDEM:  Electricity as a percentage of total energy use,Brown,
enelecshrendemm,292,7,Infrastructure,Infrastructure: Electricity,2,Parameter,enelecshrendemm:  Electricity as a Percentage of Energy Multiplier,Brown,
engel,293,3,Economy,Economy: consumption,2,Parameter,engel:  Engel coefficients in LES system for personal consumption,Green,
eninvm,294,5,Energy,Energy: Investment,2,Parameter,eninvm:  Energy investment multiplier,Orange,
eninvtm,295,5,Energy,Energy: Investment,2,Parameter,eninvtm:  Energy investment by energy type multiplier (shifts within total),Orange,
ENM,296,5,Energy,Energy: Trade,1,Variable,ENM:  Energy imports,Orange,
enml,297,5,Energy,Energy: Trade,2,Parameter,enml:  Energy import limit,Orange,
enon,298,5,Energy,Energy: Demand,2,Parameter,enon:  Energy-economy linkage switch (On=1/Off=0),Orange,
ENP,299,5,Energy,Energy: Production,1,Variable,ENP:  Energy production,Orange,
enpcoalmax,300,5,Energy,Energy: Production,2,Parameter,"enpcoalmax:  Energy production, coal maximum production",Orange,
enpm,302,5,Energy,Energy: Production,2,Parameter,enpm:  Energy production multiplier,Orange,
ENPRI,304,5,Energy,Energy: Prices,1,Variable,ENPRI:  Energy price,Orange,
enprix,305,5,Energy,Energy: Prices,2,Parameter,enprix:  Exogenous energy price when set above 0.0,Orange,
enprixi,306,5,Energy,Energy: Prices,2,Parameter,enprixi:  Exogenous initial or equilibium base energy price when set above 0.0,Orange,
ENPRR,307,5,Energy,Energy: Production,1,Variable,ENPRR:  Energy production growth rate,Orange,
ENRGDP,309,5,Energy,Energy: Demand,1,Variable,ENRGDP:  Energy demand ratio to GDP,Orange,
enrgdpgr,310,5,Energy,Energy: Demand,2,Parameter,"enrgdpgr:  Energy demand to GDP ratio, annual technology-based change",Orange,
GOVREGQUAL,445,11,Sociopolitical,Sociopolitical: Regulatory Quality,1,Variable,GOVREGQUAL:  Government regulatory quality,drakgray,
ENSHO,312,5,Energy,Energy: Shortages,1,Variable,ENSHO:  Energy shortage,Orange,
govregqualm,446,11,Sociopolitical,Sociopolitical: Regulatory Quality,2,Parameter,govregqualm:  Government regulatory quality multiplier,drakgray,
govregqualsetar,447,11,Sociopolitical,Sociopolitical: Regulatory Quality,2,Parameter,govregqualsetar:  Number of Standard Errors to Target for Gov. regulatory quality,drakgray,
govregqualseyrtar,448,11,Sociopolitical,Sociopolitical: Regulatory Quality,2,Parameter,govregqualseyrtar:  Years to Target number of Standard Errors for Gov. regulatory quality,drakgray,
GOVRISK,451,11,Sociopolitical,Sociopolitical: Risk,1,Variable,GOVRISK:  Performance and Risk Index (0 represents less risk 1 represents more risk),drakgray,
govriskm,452,11,Sociopolitical,Sociopolitical: Risk,2,Parameter,govriskm:  Multiplier of government risk,drakgray,
govriskweight,453,11,Sociopolitical,Sociopolitical: Risk,1,Variable,govriskweight:  Performance and Risk Index Weights (used in the calculation of the risk idnex),drakgray,
ENST,320,5,Energy,Energy: Stocks,1,Variable,ENST:  Energy stocks,Orange,
envclimsens,321,6,Environment,Environment: Climate change,2,Parameter,envclimsens:  Time Sensitivity of Global Temperature to CO2,Grey,
envco2fert,322,6,Environment,Environment: Climate change,2,Parameter,envco2fert:  Crop CO2 Sensitivity,Grey,
envpm25hldsw,323,6,Environment,Environment: Climate change,2,Parameter,envpm25hldsw:  Residential PM2.5 levels hold switch,Grey,
ENVPM2PT5,324,6,Environment,Environment: Carbon Emissions,1,Variable,"ENVPM2PT5:  Urban-population weighted PM2.5 levels in residential areas of cities with more than 100,000 residents",Grey,
envpm2pt5m,325,6,Environment,Environment: Climate change,2,Parameter,envpm2pt5m:  Residential PM2.5 levels multiplier,Grey,
ENVPRCHG,326,6,Environment,Environment: Climate change,1,Variable,ENVPRCHG:  Annual Average Precipitation Change from 1990,Grey,
ENVTPCHG,327,6,Environment,Environment: Climate change,1,Variable,ENVTPCHG:  Annual Average Temperature Change from 1990,Grey,
envylchgadd,329,6,Environment,Environment: Climate change,2,Parameter,envylchgadd:  Agricultural Annual Yield Change additive shift factor,Grey,
envylchgm,330,1,Agriculture,Agriculture: Resources,2,Parameter,envylchgm:  Agricultural Annual Yield Change multiplier,Red,
ENX,331,5,Energy,Energy: Trade,1,Variable,ENX:  Energy exports,Orange,
enxl,332,5,Energy,Energy: Trade,2,Parameter,enxl:  Energy export limit,Orange,
eprodr,335,5,Energy,Energy: Production,2,Parameter,eprodr:  Energy production growth rate,Orange,
EPROFITR,336,5,Energy,Energy: Prices,1,Variable,EPROFITR:  Energy profit ratio index,Orange,
eprohw,337,5,Energy,Energy: Prices,2,Parameter,eprohw:  Energy historical weight for profits in investment,Orange,
etechadv,338,5,Energy,Energy: Prices,2,Parameter,"etechadv:  Energy production technology, annual decease in cost",Orange,
HLBMI,494,11,Health,Health: BMI,1,Variable,HLBMI:  Body Mass Index,Purple,
hlbmim,495,11,Health,Health: BMI,2,Parameter,hlbmim:  Body Mass Index Multiplier,Purple,
eumembsw,342,8,Interstate,Interstate: Power,2,Parameter,eumembsw:  EU membership switch for caculations of power (0=none; 1= member),Azure,
EXRATE,343,3,Economy,Economy: Trade,1,Variable,"EXRATE:  Exchange rate index,initial year equals 1",Green,
HLDALY,496,11,Health,Health: Disability Adjusted Life Years,1,Variable,HLDALY:  Disability adjusted life years lost,Purple,
HLDIABETESRR,497,11,Health,Health: Diabetes,2,Parameter,HLDIABETESRR:  Diabetes Relative Risk,Purple,
hlmodelsw,509,11,Health,Health: Mortality,2,Parameter,"hlmodelsw:  Health-population linkage parameter (1=On, 0=Off)",Purple,
EXTRASTDRATIO,359,4,Education,Education: Expenditure,1,Variable,EXTRASTDRATIO:  Extra Students Ratio (from additional spending) by level of education,Yellow,
FDEM,360,1,Agriculture,Agriculture: Demand,1,Variable,FDEM:  Food demand,Red,
FEDDEM,361,1,Agriculture,Agriculture: Demand,1,Variable,FEDDEM:  Feed demand,Red,
feddemm,1282,1,Agriculture,Agriculture: Demand,2,Parameter,feddemm:  Livestock feed demand demand multiplier,Red,
femshrgr,362,3,Economy,Economy: Labor,2,Parameter,"femshrgr:  Female share of the labor force, annual growth rate",Green,
FEMSHRLAB,363,3,Economy,Economy: Labor,1,Variable,FEMSHRLAB:  Female share of the labor force,Green,
FIRMEARN,1313,3,Economy,Economy: Income,1,Variable,"FIRMEARN:  Firm income, earning",Green,
FIRMGOVSS,364,3,Economy,Economy: Payments,1,Variable,FIRMGOVSS:  Firm social security payments to government,Green,
FIRMINC,365,3,Economy,Economy: Income,1,Variable,FIRMINC:  Firm income,Green,
FIRMINCDIS,1314,3,Economy,Economy: Income,1,Variable,"FIRMINCDIS:  Firm income, after-tax",Green,
FIRMSAV,366,3,Economy,Economy: Savings,1,Variable,FIRMSAV:  Firm savings,Green,
FIRMTAX,367,3,Economy,Economy: Taxation,1,Variable,FIRMTAX:  Firm taxes,Green,
FIRMTAXR,368,3,Economy,Economy: Taxation,1,Variable,FIRMTAXR:  Firm tax rate (percent of income),Green,
firmtaxrm,369,3,Economy,Economy: Taxation,2,Parameter,firmtaxrm:  Firm tax rate multiplier,Green,
fishcatchm,1271,1,Agriculture,Agriculture: Production,2,Parameter,fishcatchm:  Fish catch multiplier,Red,
FMDEM,1205,1,Agriculture,Agriculture: Demand,1,Variable,FMDEM:  Food Manufacturing/Seed Demand,Red,
FORSAV,373,3,Economy,Economy: Savings,1,Variable,FORSAV:  Foreign savings,Green,
FORSAVRPA,374,3,Economy,Economy: Savings,1,Variable,FORSAVRPA:  Foreign savings (relative price adjusted),Green,
FPRI,375,1,Agriculture,Agriculture: Prices,1,Variable,FPRI:  Food prices,Red,
fpricr2,377,1,Agriculture,Agriculture: Prices,2,Parameter,"fpricr2:  Food prices, response to change in stock level",Red,
fprihw,378,1,Agriculture,Agriculture: Prices,2,Parameter,"fprihw:  Food prices, historic (inertial delay) in change",Red,
fprimt1,379,1,Agriculture,Agriculture: Prices,2,Parameter,"fprimt1:  Food prices (meat), response to stock level",Red,
fprimt2,380,1,Agriculture,Agriculture: Prices,2,Parameter,"fprimt2:  Food prices (meat), response to changes in stock level",Red,
FPROFITR,381,1,Agriculture,Agriculture: Prices,1,Variable,FPROFITR:  Food profit ratio to initial food profit,Red,
FREEDOM,382,9,Sociopolitical,Sociopolitical: Freedom,1,Variable,FREEDOM:  Freedom House freedom indicator (higher is more democratic;2-14;reversed from Freedom House),drakgray,
freedomm,383,9,Sociopolitical,Sociopolitical: Freedom,2,Parameter,freedomm:  Freedom multiplier,drakgray,
FSTOCK,384,1,Agriculture,Agriculture: Stocks,1,Variable,FSTOCK:  Food stocks,Red,
GDI,1351,9,Sociopolitical,Sociopolitical: Gender Development,1,Variable,"GDI:  Gender development index, UN Development Program's measure",drakgray,
GDP,386,3,Economy,Economy: GDP,1,Variable,GDP:  Gross domestic product,Green,
GDPADJ,1311,3,Economy,Economy: GDP,1,Variable,GDPADJ:  GDP Exogenuous Adjustment,Green,
hlmorbconv,510,11,Health,Health: Morbidity,2,Parameter,hlmorbconv:  Convergence to Target Morbidity,Purple,
gdpinformcoeffcorrupt,,7,Economy,Economy: Informal Economy,2,Parameter,"gdpinformcoeffcorrupt:  Informal GDP share, coefficient of Corruption",Green,
